@SpeciesCode,@MeasurementDateGMT,@Value,SiteCode
FINE,2022-01-25 04:00:00,,BL0
FINE,2022-01-25 05:00:00,,BL0
FINE,2022-01-25 06:00:00,,BL0
FINE,2022-01-25 07:00:00,,BL0
FINE,2022-01-25 08:00:00,,BL0
FINE,2022-01-25 09:00:00,,BL0
FINE,2022-01-25 10:00:00,,BL0
FINE,2022-01-25 11:00:00,,BL0
FINE,2022-01-25 12:00:00,,BL0
FINE,2022-01-25 13:00:00,,BL0
FINE,2022-01-25 14:00:00,,BL0
FINE,2022-01-25 15:00:00,,BL0
FINE,2022-01-25 16:00:00,,BL0
FINE,2022-01-25 17:00:00,,BL0
FINE,2022-01-25 18:00:00,,BL0
FINE,2022-01-25 19:00:00,,BL0
FINE,2022-01-25 20:00:00,,BL0
FINE,2022-01-25 21:00:00,,BL0
FINE,2022-01-25 22:00:00,,BL0
FINE,2022-01-25 23:00:00,,BL0
FINE,2022-01-26 00:00:00,,BL0
FINE,2022-01-26 01:00:00,,BL0
FINE,2022-01-26 02:00:00,,BL0
FINE,2022-01-26 03:00:00,,BL0
FINE,2022-01-26 04:00:00,,BL0
FINE,2022-01-26 05:00:00,,BL0
FINE,2022-01-26 06:00:00,,BL0
FINE,2022-01-26 07:00:00,,BL0
FINE,2022-01-26 08:00:00,,BL0
FINE,2022-01-26 09:00:00,,BL0
FINE,2022-01-26 10:00:00,,BL0
FINE,2022-01-26 11:00:00,,BL0
FINE,2022-01-26 12:00:00,,BL0
FINE,2022-01-26 13:00:00,,BL0
FINE,2022-01-26 14:00:00,,BL0
FINE,2022-01-26 15:00:00,,BL0
FINE,2022-01-26 16:00:00,,BL0
FINE,2022-01-26 17:00:00,,BL0
FINE,2022-01-26 18:00:00,,BL0
FINE,2022-01-26 19:00:00,,BL0
FINE,2022-01-26 20:00:00,,BL0
FINE,2022-01-26 21:00:00,,BL0
FINE,2022-01-26 22:00:00,,BL0
FINE,2022-01-26 23:00:00,,BL0
FINE,2022-01-27 00:00:00,,BL0
FINE,2022-01-27 01:00:00,,BL0
FINE,2022-01-27 02:00:00,,BL0
FINE,2022-01-27 03:00:00,,BL0
FINE,2022-01-27 04:00:00,,BL0
FINE,2022-01-27 05:00:00,,BL0
FINE,2022-01-27 06:00:00,,BL0
FINE,2022-01-27 07:00:00,,BL0
FINE,2022-01-27 08:00:00,,BL0
FINE,2022-01-27 09:00:00,,BL0
FINE,2022-01-27 10:00:00,,BL0
FINE,2022-01-27 11:00:00,,BL0
FINE,2022-01-27 12:00:00,,BL0
FINE,2022-01-27 13:00:00,,BL0
FINE,2022-01-27 14:00:00,,BL0
FINE,2022-01-27 15:00:00,,BL0
FINE,2022-01-27 16:00:00,,BL0
FINE,2022-01-27 17:00:00,,BL0
FINE,2022-01-27 18:00:00,,BL0
FINE,2022-01-27 19:00:00,,BL0
FINE,2022-01-27 20:00:00,,BL0
FINE,2022-01-27 21:00:00,,BL0
FINE,2022-01-27 22:00:00,,BL0
FINE,2022-01-27 23:00:00,,BL0
FINE,2022-01-28 00:00:00,,BL0
FINE,2022-01-28 01:00:00,,BL0
FINE,2022-01-28 02:00:00,,BL0
FINE,2022-01-28 03:00:00,,BL0
FINE,2022-01-28 04:00:00,,BL0
FINE,2022-01-28 05:00:00,,BL0
FINE,2022-01-28 06:00:00,,BL0
FINE,2022-01-28 07:00:00,,BL0
FINE,2022-01-28 08:00:00,,BL0
FINE,2022-01-28 09:00:00,,BL0
FINE,2022-01-28 10:00:00,,BL0
FINE,2022-01-28 11:00:00,,BL0
FINE,2022-01-28 12:00:00,,BL0
FINE,2022-01-28 13:00:00,,BL0
FINE,2022-01-28 14:00:00,,BL0
FINE,2022-01-28 15:00:00,,BL0
FINE,2022-01-28 16:00:00,,BL0
FINE,2022-01-28 17:00:00,,BL0
FINE,2022-01-28 18:00:00,,BL0
FINE,2022-01-28 19:00:00,,BL0
FINE,2022-01-28 20:00:00,,BL0
FINE,2022-01-28 21:00:00,,BL0
FINE,2022-01-28 22:00:00,,BL0
FINE,2022-01-28 23:00:00,,BL0
FINE,2022-01-29 00:00:00,,BL0
FINE,2022-01-29 01:00:00,,BL0
FINE,2022-01-29 02:00:00,,BL0
FINE,2022-01-29 03:00:00,,BL0
FINE,2022-01-29 04:00:00,,BL0
FINE,2022-01-29 05:00:00,,BL0
FINE,2022-01-29 06:00:00,,BL0
FINE,2022-01-29 07:00:00,,BL0
FINE,2022-01-29 08:00:00,,BL0
FINE,2022-01-29 09:00:00,,BL0
FINE,2022-01-29 10:00:00,,BL0
FINE,2022-01-29 11:00:00,,BL0
FINE,2022-01-29 12:00:00,,BL0
FINE,2022-01-29 13:00:00,,BL0
FINE,2022-01-29 14:00:00,,BL0
FINE,2022-01-29 15:00:00,,BL0
FINE,2022-01-29 16:00:00,,BL0
FINE,2022-01-29 17:00:00,,BL0
FINE,2022-01-29 18:00:00,,BL0
FINE,2022-01-29 19:00:00,,BL0
FINE,2022-01-29 20:00:00,,BL0
FINE,2022-01-29 21:00:00,,BL0
FINE,2022-01-29 22:00:00,,BL0
FINE,2022-01-29 23:00:00,,BL0
FINE,2022-01-30 00:00:00,,BL0
FINE,2022-01-30 01:00:00,,BL0
FINE,2022-01-30 02:00:00,,BL0
FINE,2022-01-30 03:00:00,,BL0
FINE,2022-01-30 04:00:00,,BL0
FINE,2022-01-30 05:00:00,,BL0
FINE,2022-01-30 06:00:00,,BL0
FINE,2022-01-30 07:00:00,,BL0
FINE,2022-01-30 08:00:00,,BL0
FINE,2022-01-30 09:00:00,,BL0
FINE,2022-01-30 10:00:00,,BL0
FINE,2022-01-30 11:00:00,,BL0
FINE,2022-01-30 12:00:00,,BL0
FINE,2022-01-30 13:00:00,,BL0
FINE,2022-01-30 14:00:00,,BL0
FINE,2022-01-30 15:00:00,,BL0
FINE,2022-01-30 16:00:00,,BL0
FINE,2022-01-30 17:00:00,,BL0
FINE,2022-01-30 18:00:00,,BL0
FINE,2022-01-30 19:00:00,,BL0
FINE,2022-01-30 20:00:00,,BL0
FINE,2022-01-30 21:00:00,,BL0
FINE,2022-01-30 22:00:00,,BL0
FINE,2022-01-30 23:00:00,,BL0
NO2,2022-01-01 00:00:00,18,BL0
NO2,2022-01-01 01:00:00,12.7,BL0
NO2,2022-01-01 02:00:00,10.8,BL0
NO2,2022-01-01 03:00:00,7.5,BL0
NO2,2022-01-01 04:00:00,8.6,BL0
NO2,2022-01-01 05:00:00,9.8,BL0
NO2,2022-01-01 06:00:00,11.5,BL0
NO2,2022-01-01 07:00:00,11.1,BL0
NO2,2022-01-01 08:00:00,12,BL0
NO2,2022-01-01 09:00:00,12.1,BL0
NO2,2022-01-01 10:00:00,9.5,BL0
NO2,2022-01-01 11:00:00,9.6,BL0
NO2,2022-01-01 12:00:00,10.1,BL0
NO2,2022-01-01 13:00:00,14.4,BL0
NO2,2022-01-01 14:00:00,12.8,BL0
NO2,2022-01-01 15:00:00,10.6,BL0
NO2,2022-01-01 16:00:00,12.5,BL0
NO2,2022-01-01 17:00:00,12.8,BL0
NO2,2022-01-01 18:00:00,14.1,BL0
NO2,2022-01-01 19:00:00,14,BL0
NO2,2022-01-01 20:00:00,12.7,BL0
NO2,2022-01-01 21:00:00,13.4,BL0
NO2,2022-01-01 22:00:00,12.3,BL0
NO2,2022-01-01 23:00:00,11.2,BL0
NO2,2022-01-02 00:00:00,10,BL0
NO2,2022-01-02 01:00:00,7.2,BL0
NO2,2022-01-02 02:00:00,6.1,BL0
NO2,2022-01-02 03:00:00,6.3,BL0
NO2,2022-01-02 04:00:00,5.6,BL0
NO2,2022-01-02 05:00:00,4.8,BL0
NO2,2022-01-02 06:00:00,4.8,BL0
NO2,2022-01-02 07:00:00,6.9,BL0
NO2,2022-01-02 08:00:00,8.5,BL0
NO2,2022-01-02 09:00:00,10,BL0
NO2,2022-01-02 10:00:00,9.2,BL0
NO2,2022-01-02 11:00:00,10,BL0
NO2,2022-01-02 12:00:00,9.6,BL0
NO2,2022-01-02 13:00:00,11.3,BL0
NO2,2022-01-02 14:00:00,10.9,BL0
NO2,2022-01-02 15:00:00,9.4,BL0
NO2,2022-01-02 16:00:00,13,BL0
NO2,2022-01-02 17:00:00,13.6,BL0
NO2,2022-01-02 18:00:00,14.7,BL0
NO2,2022-01-02 19:00:00,13.9,BL0
NO2,2022-01-02 20:00:00,12.2,BL0
NO2,2022-01-02 21:00:00,12.8,BL0
NO2,2022-01-02 22:00:00,10.3,BL0
NO2,2022-01-02 23:00:00,8.5,BL0
NO2,2022-01-03 00:00:00,8.7,BL0
NO2,2022-01-03 01:00:00,8.1,BL0
NO2,2022-01-03 02:00:00,6.3,BL0
NO2,2022-01-03 03:00:00,5.7,BL0
NO2,2022-01-03 04:00:00,5.6,BL0
NO2,2022-01-03 05:00:00,6.7,BL0
NO2,2022-01-03 06:00:00,8.6,BL0
NO2,2022-01-03 07:00:00,10.3,BL0
NO2,2022-01-03 08:00:00,10.9,BL0
NO2,2022-01-03 09:00:00,11.8,BL0
NO2,2022-01-03 10:00:00,11.4,BL0
NO2,2022-01-03 11:00:00,12.5,BL0
NO2,2022-01-03 12:00:00,13.5,BL0
NO2,2022-01-03 13:00:00,16.1,BL0
NO2,2022-01-03 14:00:00,13.5,BL0
NO2,2022-01-03 15:00:00,17,BL0
NO2,2022-01-03 16:00:00,21.3,BL0
NO2,2022-01-03 17:00:00,25.5,BL0
NO2,2022-01-03 18:00:00,23.3,BL0
NO2,2022-01-03 19:00:00,21.8,BL0
NO2,2022-01-03 20:00:00,20,BL0
NO2,2022-01-03 21:00:00,23,BL0
NO2,2022-01-03 22:00:00,21.6,BL0
NO2,2022-01-03 23:00:00,16.8,BL0
NO2,2022-01-04 00:00:00,14.7,BL0
NO2,2022-01-04 01:00:00,15.7,BL0
NO2,2022-01-04 02:00:00,12.9,BL0
NO2,2022-01-04 03:00:00,11,BL0
NO2,2022-01-04 04:00:00,12.5,BL0
NO2,2022-01-04 05:00:00,13.5,BL0
NO2,2022-01-04 06:00:00,18.1,BL0
NO2,2022-01-04 07:00:00,29.4,BL0
NO2,2022-01-04 08:00:00,67.3,BL0
NO2,2022-01-04 09:00:00,54.5,BL0
NO2,2022-01-04 10:00:00,31.4,BL0
NO2,2022-01-04 11:00:00,30.1,BL0
NO2,2022-01-04 12:00:00,33.6,BL0
NO2,2022-01-04 13:00:00,31.5,BL0
NO2,2022-01-04 14:00:00,34.5,BL0
NO2,2022-01-04 15:00:00,42,BL0
NO2,2022-01-04 16:00:00,47.1,BL0
NO2,2022-01-04 17:00:00,47,BL0
NO2,2022-01-04 18:00:00,55.7,BL0
NO2,2022-01-04 19:00:00,86.6,BL0
NO2,2022-01-04 20:00:00,70.3,BL0
NO2,2022-01-04 21:00:00,80,BL0
NO2,2022-01-04 22:00:00,80.1,BL0
NO2,2022-01-04 23:00:00,78.8,BL0
NO2,2022-01-05 00:00:00,60.8,BL0
NO2,2022-01-05 01:00:00,62.7,BL0
NO2,2022-01-05 02:00:00,49.7,BL0
NO2,2022-01-05 03:00:00,55.3,BL0
NO2,2022-01-05 04:00:00,69.4,BL0
NO2,2022-01-05 05:00:00,43.1,BL0
NO2,2022-01-05 06:00:00,72.6,BL0
NO2,2022-01-05 07:00:00,80.2,BL0
NO2,2022-01-05 08:00:00,84.5,BL0
NO2,2022-01-05 09:00:00,69.2,BL0
NO2,2022-01-05 10:00:00,92.4,BL0
NO2,2022-01-05 11:00:00,48.8,BL0
NO2,2022-01-05 12:00:00,35.1,BL0
NO2,2022-01-05 13:00:00,31.7,BL0
NO2,2022-01-05 14:00:00,35.3,BL0
NO2,2022-01-05 15:00:00,44.2,BL0
NO2,2022-01-05 16:00:00,41.2,BL0
NO2,2022-01-05 17:00:00,48.4,BL0
NO2,2022-01-05 18:00:00,66.6,BL0
NO2,2022-01-05 19:00:00,65.2,BL0
NO2,2022-01-05 20:00:00,56.6,BL0
NO2,2022-01-05 21:00:00,61.5,BL0
NO2,2022-01-05 22:00:00,60.9,BL0
NO2,2022-01-05 23:00:00,59.7,BL0
NO2,2022-01-06 00:00:00,57.9,BL0
NO2,2022-01-06 01:00:00,50.1,BL0
NO2,2022-01-06 02:00:00,65.9,BL0
NO2,2022-01-06 03:00:00,60.7,BL0
NO2,2022-01-06 04:00:00,53.5,BL0
NO2,2022-01-06 05:00:00,49.2,BL0
NO2,2022-01-06 06:00:00,43.8,BL0
NO2,2022-01-06 07:00:00,50.3,BL0
NO2,2022-01-06 08:00:00,49.8,BL0
NO2,2022-01-06 09:00:00,54.1,BL0
NO2,2022-01-06 10:00:00,56.6,BL0
NO2,2022-01-06 11:00:00,,BL0
NO2,2022-01-06 12:00:00,,BL0
NO2,2022-01-06 13:00:00,41.8,BL0
NO2,2022-01-06 14:00:00,44.2,BL0
NO2,2022-01-06 15:00:00,39.2,BL0
NO2,2022-01-06 16:00:00,26.8,BL0
NO2,2022-01-06 17:00:00,25.5,BL0
NO2,2022-01-06 18:00:00,19.6,BL0
NO2,2022-01-06 19:00:00,19,BL0
NO2,2022-01-06 20:00:00,19.2,BL0
NO2,2022-01-06 21:00:00,21.7,BL0
NO2,2022-01-06 22:00:00,19.2,BL0
NO2,2022-01-06 23:00:00,16.3,BL0
NO2,2022-01-07 00:00:00,13,BL0
NO2,2022-01-07 01:00:00,9.9,BL0
NO2,2022-01-07 02:00:00,10.2,BL0
NO2,2022-01-07 03:00:00,9.6,BL0
NO2,2022-01-07 04:00:00,9.4,BL0
NO2,2022-01-07 05:00:00,9.8,BL0
NO2,2022-01-07 06:00:00,13.1,BL0
NO2,2022-01-07 07:00:00,21.2,BL0
NO2,2022-01-07 08:00:00,26.7,BL0
NO2,2022-01-07 09:00:00,28,BL0
NO2,2022-01-07 10:00:00,27.1,BL0
NO2,2022-01-07 11:00:00,30.9,BL0
NO2,2022-01-07 12:00:00,37.5,BL0
NO2,2022-01-07 13:00:00,33.6,BL0
NO2,2022-01-07 14:00:00,29.7,BL0
NO2,2022-01-07 15:00:00,27.8,BL0
NO2,2022-01-07 16:00:00,34,BL0
NO2,2022-01-07 17:00:00,35.8,BL0
NO2,2022-01-07 18:00:00,76,BL0
NO2,2022-01-07 19:00:00,49.5,BL0
NO2,2022-01-07 20:00:00,70.5,BL0
NO2,2022-01-07 21:00:00,86.1,BL0
NO2,2022-01-07 22:00:00,46.4,BL0
NO2,2022-01-07 23:00:00,37.3,BL0
NO2,2022-01-08 00:00:00,33.5,BL0
NO2,2022-01-08 01:00:00,26.6,BL0
NO2,2022-01-08 02:00:00,21.4,BL0
NO2,2022-01-08 03:00:00,19.9,BL0
NO2,2022-01-08 04:00:00,20.2,BL0
NO2,2022-01-08 05:00:00,23.9,BL0
NO2,2022-01-08 06:00:00,18.5,BL0
NO2,2022-01-08 07:00:00,22.6,BL0
NO2,2022-01-08 08:00:00,24.7,BL0
NO2,2022-01-08 09:00:00,22.7,BL0
NO2,2022-01-08 10:00:00,21.3,BL0
NO2,2022-01-08 11:00:00,22.8,BL0
NO2,2022-01-08 12:00:00,21.7,BL0
NO2,2022-01-08 13:00:00,23.1,BL0
NO2,2022-01-08 14:00:00,21.5,BL0
NO2,2022-01-08 15:00:00,26.4,BL0
NO2,2022-01-08 16:00:00,55.3,BL0
NO2,2022-01-08 17:00:00,53.3,BL0
NO2,2022-01-08 18:00:00,64.6,BL0
NO2,2022-01-08 19:00:00,42.9,BL0
NO2,2022-01-08 20:00:00,19.7,BL0
NO2,2022-01-08 21:00:00,27.9,BL0
NO2,2022-01-08 22:00:00,35.8,BL0
NO2,2022-01-08 23:00:00,27.2,BL0
NO2,2022-01-09 00:00:00,25.2,BL0
NO2,2022-01-09 01:00:00,18.4,BL0
NO2,2022-01-09 02:00:00,18.5,BL0
NO2,2022-01-09 03:00:00,20.9,BL0
NO2,2022-01-09 04:00:00,19,BL0
NO2,2022-01-09 05:00:00,13.4,BL0
NO2,2022-01-09 06:00:00,21,BL0
NO2,2022-01-09 07:00:00,21.6,BL0
NO2,2022-01-09 08:00:00,21.3,BL0
NO2,2022-01-09 09:00:00,25.2,BL0
NO2,2022-01-09 10:00:00,27.1,BL0
NO2,2022-01-09 11:00:00,40.7,BL0
NO2,2022-01-09 12:00:00,49.8,BL0
NO2,2022-01-09 13:00:00,21.9,BL0
NO2,2022-01-09 14:00:00,24.1,BL0
NO2,2022-01-09 15:00:00,29,BL0
NO2,2022-01-09 16:00:00,32.1,BL0
NO2,2022-01-09 17:00:00,49.8,BL0
NO2,2022-01-09 18:00:00,50.8,BL0
NO2,2022-01-09 19:00:00,52.8,BL0
NO2,2022-01-09 20:00:00,53.5,BL0
NO2,2022-01-09 21:00:00,42.3,BL0
NO2,2022-01-09 22:00:00,50.8,BL0
NO2,2022-01-09 23:00:00,57,BL0
NO2,2022-01-10 00:00:00,59.3,BL0
NO2,2022-01-10 01:00:00,57.4,BL0
NO2,2022-01-10 02:00:00,49.5,BL0
NO2,2022-01-10 03:00:00,52.1,BL0
NO2,2022-01-10 04:00:00,54.9,BL0
NO2,2022-01-10 05:00:00,58.4,BL0
NO2,2022-01-10 06:00:00,57.7,BL0
NO2,2022-01-10 07:00:00,67.2,BL0
NO2,2022-01-10 08:00:00,68.7,BL0
NO2,2022-01-10 09:00:00,66.4,BL0
NO2,2022-01-10 10:00:00,70.1,BL0
NO2,2022-01-10 11:00:00,69.3,BL0
NO2,2022-01-10 12:00:00,71,BL0
NO2,2022-01-10 13:00:00,63,BL0
NO2,2022-01-10 14:00:00,52.9,BL0
NO2,2022-01-10 15:00:00,49.5,BL0
NO2,2022-01-10 16:00:00,52,BL0
NO2,2022-01-10 17:00:00,50.5,BL0
NO2,2022-01-10 18:00:00,51.9,BL0
NO2,2022-01-10 19:00:00,47.8,BL0
NO2,2022-01-10 20:00:00,42.3,BL0
NO2,2022-01-10 21:00:00,33.3,BL0
NO2,2022-01-10 22:00:00,26.7,BL0
NO2,2022-01-10 23:00:00,19.8,BL0
NO2,2022-01-11 00:00:00,19.6,BL0
NO2,2022-01-11 01:00:00,17.6,BL0
NO2,2022-01-11 02:00:00,18.2,BL0
NO2,2022-01-11 03:00:00,15.3,BL0
NO2,2022-01-11 04:00:00,13.1,BL0
NO2,2022-01-11 05:00:00,14.9,BL0
NO2,2022-01-11 06:00:00,20.6,BL0
NO2,2022-01-11 07:00:00,32,BL0
NO2,2022-01-11 08:00:00,35.5,BL0
NO2,2022-01-11 09:00:00,33.6,BL0
NO2,2022-01-11 10:00:00,28.3,BL0
NO2,2022-01-11 11:00:00,31.2,BL0
NO2,2022-01-11 12:00:00,33,BL0
NO2,2022-01-11 13:00:00,30.3,BL0
NO2,2022-01-11 14:00:00,36.7,BL0
NO2,2022-01-11 15:00:00,39.1,BL0
NO2,2022-01-11 16:00:00,53.5,BL0
NO2,2022-01-11 17:00:00,51.8,BL0
NO2,2022-01-11 18:00:00,43.1,BL0
NO2,2022-01-11 19:00:00,42.8,BL0
NO2,2022-01-11 20:00:00,36.8,BL0
NO2,2022-01-11 21:00:00,36.1,BL0
NO2,2022-01-11 22:00:00,31.6,BL0
NO2,2022-01-11 23:00:00,33.9,BL0
NO2,2022-01-12 00:00:00,39.8,BL0
NO2,2022-01-12 01:00:00,27,BL0
NO2,2022-01-12 02:00:00,30.6,BL0
NO2,2022-01-12 03:00:00,32.6,BL0
NO2,2022-01-12 04:00:00,34.9,BL0
NO2,2022-01-12 05:00:00,34.5,BL0
NO2,2022-01-12 06:00:00,43.8,BL0
NO2,2022-01-12 07:00:00,50,BL0
NO2,2022-01-12 08:00:00,63.5,BL0
NO2,2022-01-12 09:00:00,70.6,BL0
NO2,2022-01-12 10:00:00,69.3,BL0
NO2,2022-01-12 11:00:00,74.7,BL0
NO2,2022-01-12 12:00:00,76.3,BL0
NO2,2022-01-12 13:00:00,72.9,BL0
NO2,2022-01-12 14:00:00,71.6,BL0
NO2,2022-01-12 15:00:00,71.6,BL0
NO2,2022-01-12 16:00:00,68.7,BL0
NO2,2022-01-12 17:00:00,66.8,BL0
NO2,2022-01-12 18:00:00,69.8,BL0
NO2,2022-01-12 19:00:00,88,BL0
NO2,2022-01-12 20:00:00,88.6,BL0
NO2,2022-01-12 21:00:00,85.1,BL0
NO2,2022-01-12 22:00:00,74.2,BL0
NO2,2022-01-12 23:00:00,68.6,BL0
NO2,2022-01-13 00:00:00,60.4,BL0
NO2,2022-01-13 01:00:00,56.9,BL0
NO2,2022-01-13 02:00:00,52.6,BL0
NO2,2022-01-13 03:00:00,51.3,BL0
NO2,2022-01-13 04:00:00,50.2,BL0
NO2,2022-01-13 05:00:00,48.7,BL0
NO2,2022-01-13 06:00:00,46.9,BL0
NO2,2022-01-13 07:00:00,49.6,BL0
NO2,2022-01-13 08:00:00,53.4,BL0
NO2,2022-01-13 09:00:00,62,BL0
NO2,2022-01-13 10:00:00,70,BL0
NO2,2022-01-13 11:00:00,63.8,BL0
NO2,2022-01-13 12:00:00,59.6,BL0
NO2,2022-01-13 13:00:00,56.4,BL0
NO2,2022-01-13 14:00:00,51.1,BL0
NO2,2022-01-13 15:00:00,64.6,BL0
NO2,2022-01-13 16:00:00,72.5,BL0
NO2,2022-01-13 17:00:00,73.6,BL0
NO2,2022-01-13 18:00:00,68.3,BL0
NO2,2022-01-13 19:00:00,66.6,BL0
NO2,2022-01-13 20:00:00,65.4,BL0
NO2,2022-01-13 21:00:00,60.1,BL0
NO2,2022-01-13 22:00:00,61.5,BL0
NO2,2022-01-13 23:00:00,65.7,BL0
NO2,2022-01-14 00:00:00,85.4,BL0
NO2,2022-01-14 01:00:00,73.1,BL0
NO2,2022-01-14 02:00:00,66,BL0
NO2,2022-01-14 03:00:00,64.1,BL0
NO2,2022-01-14 04:00:00,67.6,BL0
NO2,2022-01-14 05:00:00,62.5,BL0
NO2,2022-01-14 06:00:00,63.5,BL0
NO2,2022-01-14 07:00:00,63.8,BL0
NO2,2022-01-14 08:00:00,69,BL0
NO2,2022-01-14 09:00:00,76.9,BL0
NO2,2022-01-14 10:00:00,83.8,BL0
NO2,2022-01-14 11:00:00,93.7,BL0
NO2,2022-01-14 12:00:00,102.2,BL0
NO2,2022-01-14 13:00:00,105.7,BL0
NO2,2022-01-14 14:00:00,99.8,BL0
NO2,2022-01-14 15:00:00,88.9,BL0
NO2,2022-01-14 16:00:00,71.6,BL0
NO2,2022-01-14 17:00:00,69,BL0
NO2,2022-01-14 18:00:00,73.8,BL0
NO2,2022-01-14 19:00:00,75.7,BL0
NO2,2022-01-14 20:00:00,79.4,BL0
NO2,2022-01-14 21:00:00,83.1,BL0
NO2,2022-01-14 22:00:00,80.2,BL0
NO2,2022-01-14 23:00:00,77.3,BL0
NO2,2022-01-15 00:00:00,70.5,BL0
NO2,2022-01-15 01:00:00,62.7,BL0
NO2,2022-01-15 02:00:00,51.3,BL0
NO2,2022-01-15 03:00:00,46.7,BL0
NO2,2022-01-15 04:00:00,49.8,BL0
NO2,2022-01-15 05:00:00,45.2,BL0
NO2,2022-01-15 06:00:00,42.7,BL0
NO2,2022-01-15 07:00:00,43.5,BL0
NO2,2022-01-15 08:00:00,42.7,BL0
NO2,2022-01-15 09:00:00,40.5,BL0
NO2,2022-01-15 10:00:00,41.7,BL0
NO2,2022-01-15 11:00:00,41.4,BL0
NO2,2022-01-15 12:00:00,39.1,BL0
NO2,2022-01-15 13:00:00,29.2,BL0
NO2,2022-01-15 14:00:00,31,BL0
NO2,2022-01-15 15:00:00,33.1,BL0
NO2,2022-01-15 16:00:00,37.7,BL0
NO2,2022-01-15 17:00:00,39.3,BL0
NO2,2022-01-15 18:00:00,41,BL0
NO2,2022-01-15 19:00:00,48.3,BL0
NO2,2022-01-15 20:00:00,42.5,BL0
NO2,2022-01-15 21:00:00,47.6,BL0
NO2,2022-01-15 22:00:00,45.1,BL0
NO2,2022-01-15 23:00:00,43.2,BL0
NO2,2022-01-16 00:00:00,41.2,BL0
NO2,2022-01-16 01:00:00,36.4,BL0
NO2,2022-01-16 02:00:00,30.2,BL0
NO2,2022-01-16 03:00:00,28.1,BL0
NO2,2022-01-16 04:00:00,28.1,BL0
NO2,2022-01-16 05:00:00,36,BL0
NO2,2022-01-16 06:00:00,29.4,BL0
NO2,2022-01-16 07:00:00,25.2,BL0
NO2,2022-01-16 08:00:00,25.4,BL0
NO2,2022-01-16 09:00:00,27.3,BL0
NO2,2022-01-16 10:00:00,44.2,BL0
NO2,2022-01-16 11:00:00,33.1,BL0
NO2,2022-01-16 12:00:00,49,BL0
NO2,2022-01-16 13:00:00,55.1,BL0
NO2,2022-01-16 14:00:00,40.1,BL0
NO2,2022-01-16 15:00:00,33.5,BL0
NO2,2022-01-16 16:00:00,41.3,BL0
NO2,2022-01-16 17:00:00,59.9,BL0
NO2,2022-01-16 18:00:00,74.5,BL0
NO2,2022-01-16 19:00:00,46.2,BL0
NO2,2022-01-16 20:00:00,38.5,BL0
NO2,2022-01-16 21:00:00,36.4,BL0
NO2,2022-01-16 22:00:00,39.6,BL0
NO2,2022-01-16 23:00:00,66.2,BL0
NO2,2022-01-17 00:00:00,67.3,BL0
NO2,2022-01-17 01:00:00,43.9,BL0
NO2,2022-01-17 02:00:00,29.1,BL0
NO2,2022-01-17 03:00:00,26.3,BL0
NO2,2022-01-17 04:00:00,28.8,BL0
NO2,2022-01-17 05:00:00,58.5,BL0
NO2,2022-01-17 06:00:00,55.5,BL0
NO2,2022-01-17 07:00:00,90.4,BL0
NO2,2022-01-17 08:00:00,65,BL0
NO2,2022-01-17 09:00:00,62,BL0
NO2,2022-01-17 10:00:00,83.7,BL0
NO2,2022-01-17 11:00:00,85.6,BL0
NO2,2022-01-17 12:00:00,68.4,BL0
NO2,2022-01-17 13:00:00,62,BL0
NO2,2022-01-17 14:00:00,62.3,BL0
NO2,2022-01-17 15:00:00,62.5,BL0
NO2,2022-01-17 16:00:00,68.5,BL0
NO2,2022-01-17 17:00:00,72.2,BL0
NO2,2022-01-17 18:00:00,73.7,BL0
NO2,2022-01-17 19:00:00,76.9,BL0
NO2,2022-01-17 20:00:00,78.8,BL0
NO2,2022-01-17 21:00:00,83.9,BL0
NO2,2022-01-17 22:00:00,88.6,BL0
NO2,2022-01-17 23:00:00,79.8,BL0
NO2,2022-01-18 00:00:00,81.8,BL0
NO2,2022-01-18 01:00:00,82.1,BL0
NO2,2022-01-18 02:00:00,80.6,BL0
NO2,2022-01-18 03:00:00,76,BL0
NO2,2022-01-18 04:00:00,60.8,BL0
NO2,2022-01-18 05:00:00,57.4,BL0
NO2,2022-01-18 06:00:00,63,BL0
NO2,2022-01-18 07:00:00,77.1,BL0
NO2,2022-01-18 08:00:00,80.4,BL0
NO2,2022-01-18 09:00:00,97,BL0
NO2,2022-01-18 10:00:00,84.7,BL0
NO2,2022-01-18 11:00:00,,BL0
NO2,2022-01-18 12:00:00,38.4,BL0
NO2,2022-01-18 13:00:00,31.9,BL0
NO2,2022-01-18 14:00:00,39,BL0
NO2,2022-01-18 15:00:00,26.7,BL0
NO2,2022-01-18 16:00:00,31.8,BL0
NO2,2022-01-18 17:00:00,32.4,BL0
NO2,2022-01-18 18:00:00,28.2,BL0
NO2,2022-01-18 19:00:00,57.3,BL0
NO2,2022-01-18 20:00:00,60,BL0
NO2,2022-01-18 21:00:00,77,BL0
NO2,2022-01-18 22:00:00,65.4,BL0
NO2,2022-01-18 23:00:00,55.8,BL0
NO2,2022-01-19 00:00:00,36.6,BL0
NO2,2022-01-19 01:00:00,18.4,BL0
NO2,2022-01-19 02:00:00,20.7,BL0
NO2,2022-01-19 03:00:00,26.4,BL0
NO2,2022-01-19 04:00:00,26.2,BL0
NO2,2022-01-19 05:00:00,25,BL0
NO2,2022-01-19 06:00:00,21.6,BL0
